"Date","Hour","Age","Sex","Number","Area","Amount","Result"
2015-01-23,10,44,1,4,3,54900,0
2015-01-23,10,44,1,4,3,54900,0
2015-01-23,10,59,1,2,1,71900,0
2015-01-23,10,59,1,2,1,71900,0
2015-01-23,10,40,1,1,3,93100,0
2015-01-23,10,40,1,1,3,93100,0
2015-01-23,10,20,1,3,1,75300,0
2015-01-23,10,20,1,3,1,75300,0
2015-01-23,10,45,2,2,1,49300,0
2015-01-23,10,45,2,2,1,49300,0
2015-01-23,11,64,1,4,1,12500,0
2015-01-23,11,35,1,1,3,64800,0
2015-01-23,11,29,2,1,1,16800,1
2015-01-23,11,25,1,1,1,32300,0
2015-01-23,11,41,1,2,1,93100,1
2015-01-23,13,58,1,1,2,18200,0
2015-01-23,13,44,2,1,2,21000,0
2015-01-23,13,37,2,2,2,5500,0
2015-01-23,13,21,2,1,1,6900,0
2015-01-23,13,23,1,3,1,36600,0
2015-01-23,13,53,2,1,1,32300,0
2015-01-23,13,34,1,1,2,67700,0
2015-01-23,14,53,1,1,1,52100,1
2015-01-23,14,65,2,2,1,11100,0
2015-01-23,14,38,1,1,1,90300,1
2015-01-23,14,38,1,1,1,90300,1
2015-01-23,14,22,2,1,3,30900,0
2015-01-23,14,52,1,3,1,23800,1
2015-01-23,14,59,2,5,1,26700,0
2015-01-23,14,36,1,2,2,165200,0
2015-01-23,15,65,2,2,1,23800,0
2015-01-23,15,38,1,2,1,45000,0
2015-01-23,15,37,2,2,1,28100,1
2015-01-23,15,66,1,2,1,36000,0
2015-01-23,15,22,2,1,1,36600,0
2015-01-23,15,38,1,2,1,26700,0
2015-01-23,15,59,1,1,1,84600,0
2015-01-23,15,38,1,2,1,63400,1
2015-01-23,16,76,1,1,1,122800,0
2015-01-23,16,54,2,4,1,28100,1
2015-01-23,16,34,2,1,1,51400,0
2015-01-23,16,24,1,2,2,61000,0
2015-01-23,16,35,1,3,3,54900,0
2015-01-23,16,44,1,2,1,61600,0
2015-01-23,16,66,1,1,1,53500,0
2015-01-26,9,43,1,3,1,29500,1
2015-01-26,9,79,1,3,1,15400,1
2015-01-26,9,71,2,1,3,8300,1
2015-01-26,9,22,1,1,1,25200,1
2015-01-26,9,22,1,1,1,25200,1
2015-01-26,10,30,2,1,1,11100,1
2015-01-26,10,21,1,1,2,1200,1
2015-01-26,11,36,1,2,2,38000,1
2015-01-26,11,29,2,1,1,16800,1
2015-01-26,11,41,1,2,1,93100,1
2015-01-26,11,41,1,2,1,93100,1
2015-01-26,14,53,1,1,1,52100,1
2015-01-26,14,32,2,3,1,8300,1
2015-01-26,14,38,1,1,1,90300,1
2015-01-26,14,38,1,1,1,90300,1
2015-01-26,15,38,2,3,1,15400,1
2015-01-26,15,38,1,2,1,63400,1
2015-01-26,15,38,1,2,1,63400,1
2015-01-26,16,71,1,2,1,43600,0
2015-01-26,16,76,1,1,1,122800,0
2015-01-26,16,51,1,2,1,42800,0
2015-01-26,16,28,2,2,1,43800,0
2015-01-26,16,55,2,4,1,45000,1
2015-01-26,16,38,1,1,1,43600,0
2015-01-26,16,31,1,1,1,44900,0
2015-01-26,16,51,2,2,1,43300,1
2015-01-27,9,81,1,2,1,36600,1
2015-01-27,9,64,2,2,1,40000,1
2015-01-27,9,39,1,1,1,36600,1
2015-01-27,9,35,1,1,1,38000,0
2015-01-27,9,51,2,1,1,35100,1
2015-01-27,9,25,1,2,1,39400,1
2015-01-27,9,26,1,1,1,36600,0
2015-01-27,9,36,2,3,1,37100,0
2015-01-27,9,43,2,3,3,39400,0
2015-01-27,9,31,1,1,1,121400,0
2015-01-27,9,22,2,1,2,39400,0
2015-01-27,9,48,2,2,1,38000,0
2015-01-27,10,70,1,1,1,21000,1
2015-01-27,10,51,1,2,1,32300,0
2015-01-27,10,31,1,1,1,8300,0
2015-01-27,10,64,2,3,1,4000,0
2015-01-27,10,24,2,1,3,5500,0
2015-01-27,10,29,2,1,1,30100,0
2015-01-27,10,59,2,2,1,32300,0
2015-01-27,10,20,2,1,1,19600,1
2015-01-27,10,29,2,1,3,8300,0
2015-01-27,10,22,2,3,1,35100,0
2015-01-27,10,37,1,1,1,30900,0
2015-01-27,10,62,1,1,2,9700,0
2015-01-27,10,44,2,1,3,30900,1
2015-01-27,10,36,2,2,1,29800,1
2015-01-27,10,35,2,1,1,30900,0
2015-01-27,11,36,2,1,1,29500,0
2015-01-27,11,27,1,1,2,29500,1
2015-01-27,11,22,2,1,1,28100,0
2015-01-27,11,25,2,1,1,28100,0
2015-01-27,11,47,1,3,1,29500,0
2015-01-27,13,42,2,1,1,25200,1
2015-01-27,13,36,1,2,1,26700,0
2015-01-27,13,31,1,1,1,26700,0
2015-01-27,13,33,1,1,3,27800,0
2015-01-27,13,38,2,1,1,25200,1
2015-01-27,13,25,2,2,1,26700,0
2015-01-27,13,29,1,1,3,23800,0
2015-01-27,13,23,1,1,1,28100,1
2015-01-27,13,28,2,1,2,24100,0
2015-01-27,13,28,2,1,1,28100,0
2015-01-27,13,38,1,3,1,26700,0
2015-01-27,13,32,2,2,1,26700,0
2015-01-27,14,30,2,1,3,23800,0
2015-01-27,14,27,1,1,1,23800,0
2015-01-27,14,21,1,2,1,26700,0
2015-01-27,16,32,2,2,1,26700,1
2015-01-28,9,23,1,1,1,21000,1
2015-01-28,9,24,1,2,1,22400,0
2015-01-28,9,37,2,1,1,42200,1
2015-01-28,9,31,1,1,1,121400,0
2015-01-28,9,28,1,1,1,21000,1
2015-01-28,9,45,2,2,1,21700,1
2015-01-28,10,49,2,3,1,33700,0
2015-01-28,10,49,2,3,1,33700,1
2015-01-28,10,78,2,1,1,2600,0
2015-01-28,10,47,1,5,1,30900,1
2015-01-28,10,47,2,1,1,18200,1
2015-01-28,10,54,2,4,1,19600,0
2015-01-28,10,36,1,1,1,33700,0
2015-01-28,10,28,2,1,1,33700,1
2015-01-28,10,26,2,1,2,4000,0
2015-01-28,10,24,2,1,1,26700,1
2015-01-28,10,45,2,1,1,33700,1
2015-01-28,10,27,2,1,1,22400,1
2015-01-28,10,24,1,2,1,25200,1
2015-01-28,10,23,1,1,1,19600,1
2015-01-28,10,28,2,1,2,23800,0
2015-01-28,10,40,1,3,1,30900,1
2015-01-28,10,36,2,1,1,7600,0
2015-01-28,10,26,2,2,2,21000,1
2015-01-28,10,27,2,2,2,16800,0
2015-01-28,11,36,2,1,1,29500,0
2015-01-28,11,25,2,3,1,19600,0
2015-01-28,11,29,2,1,1,19600,0
2015-01-28,11,36,1,3,1,30900,1
2015-01-28,11,27,1,2,1,28100,1
2015-01-28,11,25,2,2,1,30900,0
2015-01-28,11,45,1,1,1,12500,1
2015-01-28,13,59,1,2,1,26700,1
2015-01-28,13,65,2,2,1,25200,1
2015-01-28,14,44,2,1,1,18900,1
2015-01-28,14,45,2,1,1,15400,1
2015-01-28,14,39,1,2,1,15400,0
2015-01-28,14,36,2,3,1,16800,0
2015-01-28,14,25,2,1,2,16800,0
2015-01-28,14,29,2,2,1,19600,0
2015-01-28,15,78,1,2,1,18200,0
2015-01-28,15,63,1,2,1,15400,0
2015-01-28,15,49,1,4,1,15400,0
2015-01-28,15,38,2,3,1,18200,1
2015-01-28,15,39,1,3,1,22700,0
2015-01-28,15,36,1,3,1,15400,1
2015-01-28,15,28,1,2,1,15400,1
2015-01-28,15,29,2,2,1,15400,0
2015-01-28,15,31,2,1,1,15400,1
2015-01-28,15,63,1,1,1,15400,0
2015-01-28,15,53,2,3,1,18200,1
2015-01-28,16,42,1,4,1,13900,0
2015-01-28,16,71,1,2,1,43600,0
2015-01-28,16,51,1,2,1,42800,0
2015-01-28,16,28,2,2,1,43800,0
2015-01-28,16,55,2,4,1,45000,1
2015-01-28,16,38,1,1,1,43600,0
2015-01-28,16,31,1,1,1,44900,0
2015-01-28,16,40,1,2,1,16800,1
2015-01-28,16,51,2,2,1,43300,1
2015-01-28,16,32,2,2,1,26700,1
2015-01-29,9,81,1,2,1,36600,1
2015-01-29,9,64,2,2,1,40000,1
2015-01-29,9,39,1,1,1,36600,1
2015-01-29,9,35,1,1,1,38000,0
2015-01-29,9,51,2,1,1,35100,1
2015-01-29,9,25,1,2,1,39400,1
2015-01-29,9,26,1,1,1,36600,0
2015-01-29,9,36,2,3,1,37100,0
2015-01-29,9,43,2,3,3,39400,0
2015-01-29,9,48,2,2,1,38000,0
2015-01-29,10,51,1,2,1,32300,0
2015-01-29,10,29,2,1,1,30100,0
2015-01-29,10,59,2,2,1,32300,0
2015-01-29,10,22,2,3,1,35100,0
2015-01-29,10,37,1,1,1,30900,0
2015-01-29,10,40,1,3,1,30900,1
2015-01-29,10,44,2,1,3,30900,1
2015-01-29,11,27,1,1,2,29500,1
2015-01-29,11,22,2,1,1,28100,0
2015-01-29,11,22,1,2,1,13900,0
2015-01-29,11,25,2,1,1,28100,0
2015-01-29,11,47,1,3,1,29500,0
2015-01-29,13,59,1,2,1,26700,1
2015-01-29,13,42,2,1,1,25200,1
2015-01-29,13,51,2,2,1,13900,0
2015-01-29,13,48,2,3,1,13900,0
2015-01-29,13,65,2,2,1,25200,1
2015-01-29,13,36,1,2,1,26700,0
2015-01-29,13,31,1,1,1,26700,0
2015-01-29,13,33,1,1,3,27800,0
2015-01-29,13,38,2,1,1,25200,1
2015-01-29,13,25,2,2,1,26700,0
2015-01-29,13,29,1,1,3,23800,0
2015-01-29,13,43,2,2,3,12500,0
2015-01-29,13,23,1,1,1,28100,1
2015-01-29,13,28,2,1,2,24100,0
2015-01-29,13,28,2,1,1,28100,0
2015-01-29,13,52,2,2,1,12500,0
2015-01-29,13,38,1,3,1,26700,0
2015-01-29,13,32,2,2,1,26700,0
2015-01-29,14,30,2,1,3,23800,0
2015-01-29,14,32,1,1,1,10100,0
2015-01-29,14,27,1,1,1,23800,0
2015-01-29,14,22,2,1,1,21600,0
2015-01-29,14,21,1,2,1,26700,0
2015-01-29,14,37,2,4,1,11100,0
2015-01-29,15,68,2,5,1,11100,0
2015-01-29,15,49,1,4,1,15400,1
2015-01-29,15,21,1,3,1,22800,0
2015-01-29,15,53,2,3,1,18200,1
2015-01-29,16,32,2,2,1,26700,1
2015-01-29,16,32,2,2,1,26700,1
2015-01-30,9,23,1,1,1,21000,1
2015-01-30,9,24,1,2,1,22400,0
2015-01-30,9,37,2,1,1,42200,1
2015-01-30,9,28,1,1,1,21000,1
2015-01-30,9,45,2,2,1,21700,1
2015-01-30,10,70,1,1,1,21000,1
2015-01-30,10,54,2,4,1,19600,0
2015-01-30,10,20,2,1,1,19600,1
2015-01-30,10,23,1,1,1,19600,1
2015-01-30,11,25,2,3,1,19600,0
2015-01-30,11,29,2,1,1,19600,0
2015-01-30,13,51,2,2,1,13900,0
2015-01-30,13,43,2,2,3,12500,0
2015-01-30,14,44,2,1,1,18900,1
2015-01-30,14,45,2,1,1,15400,1
2015-01-30,14,39,1,2,1,15400,0
2015-01-30,14,36,2,3,1,16800,0
2015-01-30,14,25,2,1,2,16800,0
2015-01-30,14,29,2,2,1,19600,0
2015-01-30,15,78,1,2,1,18200,0
2015-01-30,15,63,1,2,1,15400,0
2015-01-30,15,49,1,4,1,15400,0
2015-01-30,15,49,1,4,1,15400,1
2015-01-30,15,38,2,3,1,18200,1
2015-01-30,15,39,1,3,1,22700,0
2015-01-30,15,36,1,3,1,15400,1
2015-01-30,15,28,1,2,1,15400,1
2015-01-30,15,29,2,2,1,15400,0
2015-01-30,15,31,2,1,1,15400,1
2015-01-30,15,63,1,1,1,15400,0
2015-01-30,16,42,1,4,1,13900,0
2015-01-30,16,40,1,2,1,16800,1
